Territory,Year,Scenario,Connection,Type,Capacity(MW),AC/DC,Estimated/Confirmed,Installed/Decomissioned
Ukraine,2021,Historical Primary,Distributed,Annual,160,DC,Confirmed,Installed
Ukraine,2021,Historical Primary,Centralised,Annual,480,DC,Confirmed,Installed
Ukraine,2022,Historical Primary,Total,Annual,50,DC,Confirmed,Installed
Ukraine,2022,Historical Primary,Distributed,Annual,12.5,DC,Confirmed,Installed
Ukraine,2022,Historical Primary,Centralised,Annual,37.5,DC,Confirmed,Installed
Ukraine,2023,Historical Primary,Total,Annual,50,DC,Confirmed,Installed
Ukraine,2023,Historical Primary,Distributed,Annual,12,DC,Confirmed,Installed
Ukraine,2023,Historical Primary,Centralised,Annual,38,DC,Confirmed,Installed
Ukraine,2024,Historical Primary,Total,Annual,850,DC,Confirmed,Installed
Ukraine,2024,Historical Primary,Distributed,Annual,765,DC,Confirmed,Installed
Ukraine,2024,Historical Primary,Centralised,Annual,85,DC,Confirmed,Installed
Ukraine,2025,Forecast - High,Total,Annual,1200,DC,Confirmed,Installed
Ukraine,2025,Forecast - High,Distributed,Annual,300,DC,Confirmed,Installed
Ukraine,2025,Forecast - High,Centralised,Annual,900,DC,Confirmed,Installed
Ukraine,2025,Forecast - Most probable,Total,Annual,1000,DC,Confirmed,Installed
Ukraine,2025,Forecast - Most probable,Distributed,Annual,250,DC,Confirmed,Installed
Ukraine,2025,Forecast - Most probable,Centralised,Annual,750,DC,Confirmed,Installed
Ukraine,2026,Forecast - High,Total,Annual,1400,DC,Confirmed,Installed
Ukraine,2026,Forecast - High,Distributed,Annual,350,DC,Confirmed,Installed
Ukraine,2026,Forecast - High,Centralised,Annual,1050,DC,Confirmed,Installed
Ukraine,2026,Forecast - Most probable,Total,Annual,1200,DC,Confirmed,Installed
Ukraine,2026,Forecast - Most probable,Distributed,Annual,300,DC,Confirmed,Installed
Ukraine,2026,Forecast - Most probable,Centralised,Annual,900,DC,Confirmed,Installed
Ukraine,2027,Forecast - High,Total,Annual,1500,DC,Confirmed,Installed
Ukraine,2027,Forecast - High,Distributed,Annual,375,DC,Confirmed,Installed
Ukraine,2027,Forecast - High,Centralised,Annual,1125,DC,Confirmed,Installed
Ukraine,2027,Forecast - Most probable,Total,Annual,1300,DC,Confirmed,Installed
Ukraine,2027,Forecast - Most probable,Distributed,Annual,325,DC,Confirmed,Installed
Ukraine,2027,Forecast - Most probable,Centralised,Annual,975,DC,Confirmed,Installed
Ukraine,2028,Forecast - High,Total,Annual,1600,DC,Confirmed,Installed
Ukraine,2028,Forecast - High,Distributed,Annual,400,DC,Confirmed,Installed
Ukraine,2028,Forecast - High,Centralised,Annual,1200,DC,Confirmed,Installed
Ukraine,2028,Forecast - Most probable,Total,Annual,1400,DC,Confirmed,Installed
Ukraine,2028,Forecast - Most probable,Distributed,Annual,350,DC,Confirmed,Installed
Ukraine,2028,Forecast - Most probable,Centralised,Annual,1050,DC,Confirmed,Installed
Ukraine,2029,Forecast - High,Total,Annual,1700,DC,Confirmed,Installed
Ukraine,2029,Forecast - High,Distributed,Annual,425,DC,Confirmed,Installed
Ukraine,2029,Forecast - High,Centralised,Annual,1275,DC,Confirmed,Installed
Ukraine,2029,Forecast - Most probable,Total,Annual,1500,DC,Confirmed,Installed
Ukraine,2029,Forecast - Most probable,Distributed,Annual,375,DC,Confirmed,Installed
Ukraine,2029,Forecast - Most probable,Centralised,Annual,1125,DC,Confirmed,Installed
Ukraine,2030,Forecast - High,Total,Annual,1800,DC,Confirmed,Installed
Ukraine,2030,Forecast - High,Distributed,Annual,450,DC,Confirmed,Installed
Ukraine,2030,Forecast - High,Centralised,Annual,1350,DC,Confirmed,Installed
Ukraine,2030,Forecast - Most probable,Total,Annual,1600,DC,Confirmed,Installed
Ukraine,2030,Forecast - Most probable,Distributed,Annual,400,DC,Confirmed,Installed
Ukraine,2030,Forecast - Most probable,Centralised,Annual,1200,DC,Confirmed,Installed
UAE,2016,Historical Primary,Total,Annual,145,DC,Confirmed,Installed
UAE,2016,Historical Primary,Centralised,Annual,145,DC,Confirmed,Installed
UAE,2017,Historical Primary,Total,Annual,200,DC,Confirmed,Installed
UAE,2017,Historical Primary,Centralised,Annual,200,DC,Confirmed,Installed
UAE,2018,Historical Primary,Total,Annual,573,DC,Confirmed,Installed
UAE,2018,Historical Primary,Centralised,Annual,573,DC,Confirmed,Installed
UAE,2019,Historical Primary,Total,Annual,1177,DC,Confirmed,Installed
UAE,2019,Historical Primary,Centralised,Annual,1177,DC,Confirmed,Installed
UAE,2020,Historical Primary,Total,Annual,800,DC,Confirmed,Installed
UAE,2020,Historical Primary,Centralised,Annual,800,DC,Confirmed,Installed
UAE,2021,Historical Primary,Total,Annual,300,DC,Confirmed,Installed
UAE,2021,Historical Primary,Centralised,Annual,300,DC,Confirmed,Installed
UAE,2022,Historical Primary,Total,Annual,2100,DC,Confirmed,Installed
UAE,2022,Historical Primary,Centralised,Annual,2100,DC,Confirmed,Installed
UAE,2023,Historical Primary,Total,Annual,1850,DC,Confirmed,Installed
UAE,2023,Historical Primary,Centralised,Annual,1850,DC,Confirmed,Installed
UAE,2024,Historical Primary,Total,Annual,500,DC,Estimated,Installed
UAE,2024,Historical Primary,Distributed,Annual,250,DC,Estimated,Installed
UAE,2024,Historical Primary,Centralised,Annual,250,DC,Estimated,Installed
USA,2004,Historical Primary,Total,Annual,111,DC,Confirmed,Installed
USA,2004,Historical Primary,Distributed,Annual,94,DC,Confirmed,Installed
USA,2004,Historical Primary,Centralised,Annual,17,DC,Confirmed,Installed
USA,2005,Historical Primary,Total,Annual,79,DC,Confirmed,Installed
USA,2005,Historical Primary,Distributed,Annual,78,DC,Confirmed,Installed
USA,2005,Historical Primary,Centralised,Annual,1,DC,Confirmed,Installed
USA,2006,Historical Primary,Total,Annual,105,DC,Confirmed,Installed
USA,2006,Historical Primary,Distributed,Annual,105,DC,Confirmed,Installed
USA,2007,Historical Primary,Total,Annual,160,DC,Confirmed,Installed
USA,2007,Historical Primary,Distributed,Annual,151,DC,Confirmed,Installed
USA,2007,Historical Primary,Centralised,Annual,9,DC,Confirmed,Installed
USA,2008,Historical Primary,Total,Annual,298,DC,Confirmed,Installed
USA,2008,Historical Primary,Distributed,Annual,282,DC,Confirmed,Installed
USA,2008,Historical Primary,Centralised,Annual,16,DC,Confirmed,Installed
USA,2009,Historical Primary,Total,Annual,435,DC,Confirmed,Installed
USA,2009,Historical Primary,Distributed,Annual,377,DC,Confirmed,Installed
USA,2009,Historical Primary,Centralised,Annual,58,DC,Confirmed,Installed
USA,2010,Historical Primary,Total,Annual,829,DC,Confirmed,Installed
USA,2010,Historical Primary,Distributed,Annual,562,DC,Confirmed,Installed
USA,2010,Historical Primary,Centralised,Annual,267,DC,Confirmed,Installed
USA,2011,Historical Primary,Total,Annual,1920,DC,Confirmed,Installed
USA,2011,Historical Primary,Distributed,Annual,1135,DC,Confirmed,Installed
USA,2011,Historical Primary,Centralised,Annual,785,DC,Confirmed,Installed
USA,2012,Historical Primary,Total,Annual,3193,DC,Confirmed,Installed
USA,2012,Historical Primary,Distributed,Annual,1390,DC,Confirmed,Installed
USA,2012,Historical Primary,Centralised,Annual,1803,DC,Confirmed,Installed
USA,2013,Historical Primary,Total,Annual,4946,DC,Confirmed,Installed
USA,2013,Historical Primary,Distributed,Annual,2088,DC,Confirmed,Installed
USA,2013,Historical Primary,Centralised,Annual,2858,DC,Confirmed,Installed
USA,2014,Historical Primary,Total,Annual,6245,DC,Confirmed,Installed
USA,2014,Historical Primary,Distributed,Annual,2323,DC,Confirmed,Installed
USA,2014,Historical Primary,Centralised,Annual,3922,DC,Confirmed,Installed
USA,2015,Historical Primary,Total,Annual,7500,DC,Confirmed,Installed
USA,2015,Historical Primary,Distributed,Annual,3232,DC,Confirmed,Installed
USA,2015,Historical Primary,Centralised,Annual,4268,DC,Confirmed,Installed
USA,2016,Historical Primary,Total,Annual,15135,DC,Confirmed,Installed
USA,2016,Historical Primary,Distributed,Annual,4328,DC,Confirmed,Installed
USA,2016,Historical Primary,Centralised,Annual,10807,DC,Confirmed,Installed
USA,2017,Historical Primary,Total,Annual,10845,DC,Confirmed,Installed
USA,2017,Historical Primary,Distributed,Annual,4494,DC,Confirmed,Installed
USA,2017,Historical Primary,Centralised,Annual,6351,DC,Confirmed,Installed
USA,2018,Historical Primary,Total,Annual,10680,DC,Confirmed,Installed
USA,2018,Historical Primary,Distributed,Annual,4485,DC,Confirmed,Installed
USA,2018,Historical Primary,Centralised,Annual,6195,DC,Confirmed,Installed
USA,2019,Historical Primary,Total,Annual,13776,DC,Confirmed,Installed
USA,2019,Historical Primary,Distributed,Annual,5323,DC,Confirmed,Installed
USA,2019,Historical Primary,Centralised,Annual,8453,DC,Confirmed,Installed
USA,2020,Historical Primary,Total,Annual,19275.63,DC,Confirmed,Installed
USA,2020,Historical Primary,Distributed,Annual,5288.91,DC,Confirmed,Installed
USA,2020,Historical Primary,Centralised,Annual,13986.72,DC,Confirmed,Installed
USA,2021,Historical Primary,Total,Annual,24818.64,DC,Confirmed,Installed
USA,2021,Historical Primary,Distributed,Annual,6650.16,DC,Confirmed,Installed
USA,2021,Historical Primary,Centralised,Annual,18168.48,DC,Confirmed,Installed
USA,2022,Historical Primary,Total,Annual,22694.9,DC,Confirmed,Installed
USA,2022,Historical Primary,Distributed,Annual,8172.4,DC,Confirmed,Installed
USA,2022,Historical Primary,Centralised,Annual,14522.5,DC,Confirmed,Installed
USA,2023,Historical Primary,Total,Annual,34892,DC,Confirmed,Installed
USA,2023,Historical Primary,Distributed,Annual,9625.4,DC,Confirmed,Installed
USA,2023,Historical Primary,Centralised,Annual,25266.6,DC,Confirmed,Installed
USA,2024,Historical Primary,Total,Annual,47077.1,DC,Confirmed,Installed
USA,2024,Historical Primary,Distributed,Annual,6743.8,DC,Confirmed,Installed
USA,2024,Historical Primary,Centralised,Annual,40333.3,DC,Confirmed,Installed
Vietnam,2009,Historical Primary,Total,Annual,4,DC,Confirmed,Installed
Vietnam,2009,Historical Primary,Centralised,Annual,4,DC,Confirmed,Installed
Vietnam,2014,Historical Primary,Total,Annual,1,DC,Confirmed,Installed
Vietnam,2014,Historical Primary,Centralised,Annual,1,DC,Confirmed,Installed
Vietnam,2017,Historical Primary,Total,Annual,3,DC,Confirmed,Installed
Vietnam,2017,Historical Primary,Centralised,Annual,3,DC,Confirmed,Installed
Vietnam,2018,Historical Primary,Total,Annual,5365,DC,Confirmed,Installed
Vietnam,2018,Historical Primary,Distributed,Annual,126,DC,Confirmed,Installed
Vietnam,2018,Historical Primary,Centralised,Annual,5239,DC,Confirmed,Installed
Vietnam,2019,Historical Primary,Total,Annual,5181,DC,Confirmed,Installed
Vietnam,2019,Historical Primary,Distributed,Annual,378,DC,Confirmed,Installed
Vietnam,2019,Historical Primary,Centralised,Annual,4803,DC,Confirmed,Installed
Vietnam,2020,Historical Primary,Total,Annual,11132,DC,Confirmed,Installed
Vietnam,2020,Historical Primary,Distributed,Annual,9583,DC,Confirmed,Installed
Vietnam,2020,Historical Primary,Centralised,Annual,1549,DC,Confirmed,Installed
Vietnam,2021,Historical Primary,Total,Annual,1986,DC,Confirmed,Installed
Vietnam,2021,Historical Primary,Distributed,Annual,500,DC,Confirmed,Installed
Vietnam,2021,Historical Primary,Centralised,Annual,1486,DC,Confirmed,Installed
Vietnam,2022,Historical Primary,Total,Annual,100,DC,Confirmed,Installed
Vietnam,2022,Historical Primary,Distributed,Annual,50,DC,Confirmed,Installed
Vietnam,2022,Historical Primary,Centralised,Annual,50,DC,Confirmed,Installed
Vietnam,2023,Historical Primary,Total,Annual,100,DC,Confirmed,Installed
Vietnam,2023,Historical Primary,Distributed,Annual,50,DC,Confirmed,Installed
Vietnam,2023,Historical Primary,Centralised,Annual,50,DC,Confirmed,Installed
Vietnam,2024,Historical Primary,Total,Annual,1500,DC,Estimated,Installed
Vietnam,2024,Historical Primary,Centralised,Annual,1500,DC,Estimated,Installed
Albania,2023,Historical Primary,Total,Cumulative,1,DC,Estimated,Installed
Albania,2024,Historical Primary,Total,Cumulative,101,DC,Confirmed,Installed
Albania,2023,Historical Primary,Distributed,Cumulative,1,DC,Estimated,Installed
Albania,2024,Historical Primary,Distributed,Cumulative,51,DC,Estimated,Installed
Albania,2024,Historical Primary,Centralised,Cumulative,50,DC,Estimated,Installed
Algeria,2009,Historical Primary,Total,Cumulative,4.1,DC,Confirmed,Installed
Algeria,2010,Historical Primary,Total,Cumulative,7.1,DC,Confirmed,Installed
Algeria,2011,Historical Primary,Total,Cumulative,15.2,DC,Confirmed,Installed
Algeria,2012,Historical Primary,Total,Cumulative,17.6,DC,Confirmed,Installed
Algeria,2013,Historical Primary,Total,Cumulative,17.6,DC,Confirmed,Installed
Algeria,2014,Historical Primary,Total,Cumulative,78,DC,Confirmed,Installed
Algeria,2015,Historical Primary,Total,Cumulative,268,DC,Confirmed,Installed
Algeria,2016,Historical Primary,Total,Cumulative,322,DC,Confirmed,Installed
Algeria,2017,Historical Primary,Total,Cumulative,419,DC,Confirmed,Installed
Algeria,2018,Historical Primary,Total,Cumulative,519,DC,Confirmed,Installed
Algeria,2019,Historical Primary,Total,Cumulative,519,DC,Confirmed,Installed
Algeria,2020,Historical Primary,Total,Cumulative,519,DC,Confirmed,Installed
Algeria,2021,Historical Primary,Total,Cumulative,519,DC,Confirmed,Installed
Algeria,2022,Historical Primary,Total,Cumulative,578,DC,Confirmed,Installed
Algeria,2023,Historical Primary,Total,Cumulative,586,DC,Confirmed,Installed
Algeria,2024,Historical Primary,Total,Cumulative,594,DC,Estimated,Installed
Algeria,2009,Historical Primary,Distributed,Cumulative,1.845,DC,Confirmed,Installed
Algeria,2010,Historical Primary,Distributed,Cumulative,3.195,DC,Confirmed,Installed
Algeria,2011,Historical Primary,Distributed,Cumulative,6.84,DC,Confirmed,Installed
Algeria,2012,Historical Primary,Distributed,Cumulative,7.92,DC,Confirmed,Installed
Algeria,2013,Historical Primary,Distributed,Cumulative,7.92,DC,Confirmed,Installed
Algeria,2014,Historical Primary,Distributed,Cumulative,35.1,DC,Confirmed,Installed
Algeria,2015,Historical Primary,Distributed,Cumulative,123.25,DC,Confirmed,Installed
Algeria,2016,Historical Primary,Distributed,Cumulative,147.55,DC,Confirmed,Installed
Algeria,2017,Historical Primary,Distributed,Cumulative,188.55,DC,Confirmed,Installed
Algeria,2018,Historical Primary,Distributed,Cumulative,238.55,DC,Estimated,Installed
Algeria,2019,Historical Primary,Distributed,Cumulative,238.55,DC,Confirmed,Installed
Algeria,2020,Historical Primary,Distributed,Cumulative,238.55,DC,Confirmed,Installed
Algeria,2021,Historical Primary,Distributed,Cumulative,238.55,DC,Confirmed,Installed
Algeria,2022,Historical Primary,Distributed,Cumulative,268.05,DC,Estimated,Installed
Algeria,2023,Historical Primary,Distributed,Cumulative,272.05,DC,Confirmed,Installed
Algeria,2024,Historical Primary,Distributed,Cumulative,276.05,DC,Estimated,Installed
Algeria,2009,Historical Primary,Centralised,Cumulative,1.845,DC,Confirmed,Installed
Algeria,2010,Historical Primary,Centralised,Cumulative,3.195,DC,Confirmed,Installed
Algeria,2011,Historical Primary,Centralised,Cumulative,6.84,DC,Confirmed,Installed
Algeria,2012,Historical Primary,Centralised,Cumulative,7.92,DC,Confirmed,Installed
Algeria,2013,Historical Primary,Centralised,Cumulative,7.92,DC,Confirmed,Installed
Algeria,2014,Historical Primary,Centralised,Cumulative,35.1,DC,Confirmed,Installed
Algeria,2015,Historical Primary,Centralised,Cumulative,123.25,DC,Confirmed,Installed
Algeria,2016,Historical Primary,Centralised,Cumulative,147.55,DC,Confirmed,Installed
Algeria,2017,Historical Primary,Centralised,Cumulative,188.55,DC,Confirmed,Installed
Algeria,2018,Historical Primary,Centralised,Cumulative,238.55,DC,Estimated,Installed
Algeria,2019,Historical Primary,Centralised,Cumulative,238.55,DC,Confirmed,Installed
Algeria,2020,Historical Primary,Centralised,Cumulative,238.55,DC,Confirmed,Installed
Algeria,2021,Historical Primary,Centralised,Cumulative,238.55,DC,Confirmed,Installed
Algeria,2022,Historical Primary,Centralised,Cumulative,268.05,DC,Estimated,Installed
Algeria,2023,Historical Primary,Centralised,Cumulative,272.05,DC,Confirmed,Installed
Algeria,2024,Historical Primary,Centralised,Cumulative,276.05,DC,Estimated,Installed
Algeria,2009,Historical Primary,Off-grid,Cumulative,0.41,DC,Confirmed,Installed
Algeria,2010,Historical Primary,Off-grid,Cumulative,0.71,DC,Confirmed,Installed
Algeria,2011,Historical Primary,Off-grid,Cumulative,1.52,DC,Confirmed,Installed
Algeria,2012,Historical Primary,Off-grid,Cumulative,1.76,DC,Confirmed,Installed
Algeria,2013,Historical Primary,Off-grid,Cumulative,1.76,DC,Confirmed,Installed
Algeria,2014,Historical Primary,Off-grid,Cumulative,7.8,DC,Confirmed,Installed
Algeria,2015,Historical Primary,Off-grid,Cumulative,21.5,DC,Confirmed,Installed
Algeria,2016,Historical Primary,Off-grid,Cumulative,26.9,DC,Confirmed,Installed
Algeria,2017,Historical Primary,Off-grid,Cumulative,41.9,DC,Confirmed,Installed
Algeria,2018,Historical Primary,Off-grid,Cumulative,41.9,DC,Confirmed,Installed
Algeria,2019,Historical Primary,Off-grid,Cumulative,41.9,DC,Confirmed,Installed
Algeria,2020,Historical Primary,Off-grid,Cumulative,41.9,DC,Confirmed,Installed
Algeria,2021,Historical Primary,Off-grid,Cumulative,41.9,DC,Confirmed,Installed
Algeria,2022,Historical Primary,Off-grid,Cumulative,41.9,DC,Confirmed,Installed
Algeria,2023,Historical Primary,Off-grid,Cumulative,41.9,DC,Confirmed,Installed
Algeria,2024,Historical Primary,Off-grid,Cumulative,41.9,DC,Estimated,Installed
Argentina,2011,Historical Primary,Total,Cumulative,1.02,DC,Confirmed,Installed
Argentina,2012,Historical Primary,Total,Cumulative,6.02,DC,Confirmed,Installed
Argentina,2013,Historical Primary,Total,Cumulative,8.02,DC,Confirmed,Installed
Argentina,2014,Historical Primary,Total,Cumulative,9.02,DC,Confirmed,Installed
Argentina,2015,Historical Primary,Total,Cumulative,11.02,DC,Confirmed,Installed
Argentina,2016,Historical Primary,Total,Cumulative,11.42,DC,Confirmed,Installed
Argentina,2017,Historical Primary,Total,Cumulative,12.02,DC,Confirmed,Installed
Argentina,2018,Historical Primary,Total,Cumulative,191.02,DC,Confirmed,Installed
Argentina,2019,Historical Primary,Total,Cumulative,439.02,DC,Confirmed,Installed
Argentina,2020,Historical Primary,Total,Cumulative,759.02,DC,Confirmed,Installed
Argentina,2021,Historical Primary,Total,Cumulative,959.02,DC,Confirmed,Installed
Argentina,2022,Historical Primary,Total,Cumulative,1159.02,DC,Confirmed,Installed
Argentina,2023,Historical Primary,Total,Cumulative,1421.02,DC,Confirmed,Installed
Argentina,2024,Historical Primary,Total,Cumulative,1728.02,DC,Confirmed,Installed
Argentina,2019,Historical Primary,Distributed,Cumulative,8.184,DC,Confirmed,Installed
Argentina,2020,Historical Primary,Distributed,Cumulative,8.184,DC,Confirmed,Installed
Argentina,2021,Historical Primary,Distributed,Cumulative,28.184,DC,Confirmed,Installed
Argentina,2022,Historical Primary,Distributed,Cumulative,48.184,DC,Confirmed,Installed
Argentina,2023,Historical Primary,Distributed,Cumulative,179.184,DC,Confirmed,Installed
